1	Available	Available	JJ	O	available	amod	2	1	['P1,660 81 811 110']
8	the	the	DT	O	the	det	9	42	['P2,977 3539 1098 3609']
9	potential	potential	NN	O	potential	nsubj	19	42	['P2,1165 3539 1522 3629']
10	for	for	IN	O	for	_	0	42	['P2,1593 3539 1708 3609']
11	the	the	DT	O	the	det	15	42	['P2,1773 3539 1894 3609']
12	Late	Late	JJ	MISC	late	amod	15	42	['P2,1964 3542 2139 3609']
13	Devonian	Devonian	JJ	MISC	devonian	amod	15	42	['P2,8 3656 393 3726']
14	biodiversity	biodiversity	NN	O	biodiversity	nn	15	42	['P2,456 3656 930 3746']
15	crisis	crisis	NN	O	crisis	prep_for	9	42	['P2,996 3656 1197 3726']
16	to	to	TO	O	to	aux	19	42	['P2,1265 3665 1337 3726']
17	be	be	VB	O	be	cop	19	42	['P2,1404 3656 1495 3726']
18	an	an	DT	O	a	det	19	42	['P2,1564 3678 1654 3725']
19	artifact	artifact	NN	O	artifact	xcomp	7	42	['P2,1721 3656 1996 3726']
20	of	of	IN	O	of	_	0	42	['P2,2062 3656 2153 3726']
21	stratigraphic	stratigraphic	JJ	O	stratigraphic	amod	22	42	['P3,12 21 506 110']
22	megabiases	megabiases	NNS	O	megabiase	prep_of	19	42	['P3,574 21 1032 110']
23	like	like	IN	O	like	_	0	42	['P3,1102 21 1247 91']
24	those	those	DT	O	those	prep_like	22	42	['P3,1315 21 1524 91']
25	discussed	discussed	VBN	O	discuss	partmod	24	42	['P3,1594 21 1977 91']
26	by	by	IN	O	by	_	0	42	['P3,2040 21 2140 110']
27	Smith	Smith	NNP	PERSON	Smith	agent	25	42	['P3,13 138 241 208']
28	et	et	FW	O	et	nn	30	42	['P3,307 148 375 208']
29	al.	al.	FW	O	al.	nn	30	42	['P3,440 138 525 208']
30	(	(	FW	O	(	dobj	25	42	['P3,599 138 855 228']
31	2001	2001	CD	DATE	2001	num	32	42	['P3,599 138 855 228']
32	)	)	CD	NUMBER	)	npadvmod	25	42	['P3,599 138 855 228']
33	at	at	IN	O	at	_	0	42	['P3,923 148 991 208']
34	the	the	DT	O	the	det	35	42	['P3,1054 138 1171 208']
35	Cenomanian	Cenomanian	NNP	MISC	Cenomanian	prep_at	25	42	['P3,1240 138 2140 208']
36	.	?	.	O	.	_	0	42	['P3,1240 138 2140 208']

1	?	?	NN	O	?	_	0	43	['P3,1240 138 2140 208']
2	.	?	.	O	.	_	0	43	['P3,1240 138 2140 208']

1	Turonian	Turonian	JJ	MISC	turonian	amod	2	44	['P3,1240 138 2140 208']
2	boundary	boundary	NN	O	boundary	_	0	44	['P3,7 255 391 345']
3	.	.	.	O	.	_	0	44	['P3,7 255 391 345']

1	Regardless	Regardless	RB	O	regardless	_	0	45	['P3,439 255 865 345']
2	of	of	IN	O	of	_	0	45	['P3,910 255 1000 325']
3	its	its	PRP$	O	its	poss	5	45	['P3,1031 255 1117 325']
4	nominal	nominal	JJ	O	nominal	amod	5	45	['P3,1160 255 1481 325']
5	status	status	NN	O	status	prep_regardless_of	12	45	['P3,1526 264 1763 340']
6	,	,	,	O	,	_	0	45	['P3,1526 264 1763 340']
7	the	the	DT	O	the	det	9	45	['P3,1809 255 1926 325']
8	Late	Late	JJ	MISC	late	amod	9	45	['P3,1970 258 2139 325']
9	Devonian	Devonian	JJ	MISC	devonian	nsubj	12	45	['P3,8 373 388 443']
10	remains	remains	VBZ	O	remain	cop	12	45	['P3,452 373 758 443']
11	a	a	DT	O	a	det	12	45	['P3,827 395 868 442']
12	time	time	NN	O	time	_	0	45	['P3,930 373 1101 443']
13	of	of	IN	O	of	_	0	45	['P3,1169 373 1258 443']
14	dramatic	dramatic	JJ	O	dramatic	amod	15	45	['P3,1313 373 1648 443']
15	biotic	biotic	JJ	O	biotic	prep_of	12	45	['P3,1713 373 1933 443']
16	and	and	CC	O	and	_	0	45	['P3,2002 373 2141 443']
17	ecological	ecological	JJ	O	ecological	amod	18	45	['P3,11 490 408 580']
18	tumover	turnover	NN	O	tumover	conj_and	12	45	['P3,441 500 775 560']
19	that	that	WDT	O	that	nsubj	22	45	['P3,804 490 951 560']
20	may	may	MD	O	may	aux	22	45	['P3,983 513 1151 580']
21	have	have	VB	O	have	aux	22	45	['P3,1183 490 1366 560']
22	lasted	lasted	VBN	O	last	rcmod	18	45	['P3,1403 490 1627 560']
23	as	as	RB	O	as	advmod	30	45	['P3,1662 513 1738 560']
24	long	long	RB	O	long	advmod	30	45	['P3,1775 490 1945 580']
25	as	as	IN	O	as	_	0	45	['P3,1982 513 2058 560']
26	3	3	CD	DURATION	3	number	27	45	['P3,2095 492 2133 560']
27	million	million	CD	DURATION	million	num	28	45	['P3,8 607 288 677']
28	years	years	NNS	NUMBER	year	prep_as	24	45	['P3,339 630 542 697']
29	(	(	RB	O	(	advmod	24	45	['P3,598 607 984 697']
30	McGhee	McGhee	NNP	PERSON	McGhee	dobj	22	45	['P3,598 607 984 697']
31	,	,	,	O	,	_	0	45	['P3,598 607 984 697']
32	1996	1996	CD	DATE	1996	appos	30	45	['P3,1050 609 1258 692']
33	;	;	:	O	;	_	0	45	['P3,1050 609 1258 692']
34	Droser	Droser	NNP	O	Droser	dep	30	45	['P3,1314 610 1580 677']
35	et	et	FW	O	et	nn	36	45	['P3,1632 617 1699 677']
36	al.	al.	FW	O	al.	dep	34	45	['P3,1751 607 1862 692']
37	,	,	,	O	,	_	0	45	['P3,1751 607 1862 692']
38	2000	2000	CD	DATE	2000	appos	30	45	['P3,1918 609 2135 692']
39	;	;	:	O	;	_	0	45	['P3,1918 609 2135 692']
40	Sandberg	Sandberg	NNP	PERSON	Sandberg	dep	38	45	['P3,12 726 378 817']
41	et	et	FW	O	et	nn	42	45	['P3,433 736 500 797']
42	al.	al.	FW	O	al.	dep	40	45	['P3,554 726 665 812']
43	,	,	,	O	,	_	0	45	['P3,554 726 665 812']
44	2002	2002	CD	DATE	2002	num	45	45	['P3,723 727 970 816']
45	)	)	NN	O	)	appos	42	45	['P3,723 727 970 816']
46	.	.	.	O	.	_	0	45	['P3,723 727 970 816']

1	Associated	Associated	VBN	O	associate	csubj	9	46	['P3,1028 726 1460 797']
2	with	with	IN	O	with	_	0	46	['P3,1510 726 1685 797']
3	the	the	DT	O	the	det	5	46	['P3,1736 726 1854 797']
4	faunal	faunal	JJ	O	faunal	amod	5	46	['P3,1910 726 2151 797']
5	decline	decline	NN	O	decline	prep_with	1	46	['P3,9 845 289 916']
6	are	are	VBP	O	be	cop	9	46	['P3,330 868 444 916']
7	elevated	elevated	JJ	O	elevated	amod	9	46	['P3,487 845 810 916']
8	extinction	extinction	NN	O	extinction	nn	9	46	['P3,851 845 1241 916']
9	levels	levels	NNS	O	level	ccomp	11	46	['P3,1281 845 1528 930']
10	,	,	,	O	,	_	0	46	['P3,1281 845 1528 930']
11	reduced	reduced	VBD	O	reduce	_	0	46	['P3,1569 845 1880 916']
12	speciation	speci-ation	NN	O	speciation	nn	13	46	['P3,1922 845 2150 936', 'P3,9 964 204 1035']
13	rates	rates	NNS	O	rate	iobj	11	46	['P3,249 973 454 1049']
14	,	,	,	O	,	_	0	46	['P3,249 973 454 1049']
15	and	and	CC	O	and	_	0	46	['P3,507 964 647 1035']
16	ecological	ecological	JJ	O	ecological	amod	17	46	['P3,696 964 1096 1054']
17	reorganization	reorganization	NN	O	reorganization	iobj	11	46	['P3,1143 964 1709 1054']
18	(	(	CD	NUMBER	(	dobj	11	46	['P3,1759 964 2147 1054']
19	McGhee	McGhee	NNP	PERSON	McGhee	nsubj	11	46	['P3,1759 964 2147 1054']
20	,	,	,	O	,	_	0	46	['P3,1759 964 2147 1054']
21	1988	1988	CD	DATE	1988	appos	19	46	['P3,18 1084 225 1168']
22	,	,	,	DATE	,	_	0	46	['P3,18 1084 225 1168']
23	1990	1990	CD	DATE	1990	appos	21	46	['P3,269 1084 477 1168']
24	,	,	,	DATE	,	_	0	46	['P3,269 1084 477 1168']
25	1996	1996	CD	DATE	1996	appos	21	46	['P3,520 1084 729 1168']
26	;	;	:	O	;	_	0	46	['P3,520 1084 729 1168']
27	Oliver	Oliver	NNP	PERSON	Oliver	dep	21	46	['P3,766 1082 1014 1153']
28	and	and	CC	O	and	_	0	46	['P3,1044 1082 1184 1153']
29	Pedder	Pedder	NNP	PERSON	Pedder	conj_and	27	46	['P3,1212 1082 1501 1168']
30	,	,	,	O	,	_	0	46	['P3,1212 1082 1501 1168']
31	1994	1994	CD	DATE	1994	appos	27	46	['P3,1546 1084 1754 1168']
32	;	;	:	O	;	_	0	46	['P3,1546 1084 1754 1168']
33	Droser	Droser	NNP	O	Droser	dep	21	46	['P3,1789 1085 2056 1153']
34	et	et	FW	O	et	nn	35	46	['P3,2086 1092 2153 1153']
35	al.	al.	FW	O	al.	dep	33	46	['P3,9 1201 121 1286']
36	,	,	,	O	,	_	0	46	['P3,9 1201 121 1286']
37	2000	2000	CD	DATE	2000	appos	35	46	['P3,159 1202 378 1287']
38	;	;	:	O	;	_	0	46	['P3,159 1202 378 1287']
39	Rode	Rode	NNP	O	Rode	dep	21	46	['P3,416 1201 621 1272']
40	and	and	CC	O	and	_	0	46	['P3,657 1201 798 1272']
41	Lieberman	Lieberman	NNP	PERSON	Lieberman	conj_and	39	46	['P3,830 1201 1275 1286']
42	,	,	,	O	,	_	0	46	['P3,830 1201 1275 1286']
43	2002	2002	CD	DATE	2002	num	44	46	['P3,1312 1201 1559 1291']
44	)	)	NN	O	)	appos	39	46	['P3,1312 1201 1559 1291']
45	.	.	.	O	.	_	0	46	['P3,1312 1201 1559 1291']

1	The	The	DT	O	the	det	2	47	['P3,1600 1201 1749 1272']
2	transition	transition	NN	O	transition	nsubjpass	12	47	['P3,1782 1201 2152 1272']
3	from	from	IN	O	from	_	0	47	['P3,10 1319 197 1390']
4	the	the	DT	O	the	det	5	47	['P3,228 1319 346 1390']
5	Middle	Middle	NN	O	middle	prep_from	2	47	['P3,379 1319 662 1390']
6	to	to	TO	O	to	_	0	47	['P3,695 1328 767 1390']
7	the	the	DT	O	the	det	9	47	['P3,802 1319 919 1390']
8	Late	Late	JJ	MISC	late	amod	9	47	['P3,954 1321 1124 1390']
9	Devonian	Devonian	JJ	MISC	devonian	prep_to	5	47	['P3,1158 1319 1541 1390']
10	is	is	VBZ	O	be	auxpass	12	47	['P3,1575 1319 1634 1390']
11	also	also	RB	O	also	advmod	12	47	['P3,1671 1319 1823 1390']
12	marked	marked	VBN	O	mark	_	0	47	['P3,1857 1319 2153 1390']
13	by	by	IN	O	by	_	0	47	['P3,6 1439 106 1530']
14	increases	increases	NNS	O	increase	agent	12	47	['P3,167 1439 520 1510']
15	in	in	IN	O	in	prep	14	47	['P3,584 1439 658 1509']
16	geographic	geographic	JJ	O	geographic	amod	17	47	['P3,718 1439 1152 1530']
17	ranges	ranges	NNS	O	range	dep	26	47	['P3,1213 1463 1466 1530']
18	of	of	IN	O	of	_	0	47	['P3,1531 1439 1621 1510']
19	species	species	NNS	O	species	prep_of	17	47	['P3,1672 1439 1949 1530']
20	and	and	CC	O	and	_	0	47	['P3,2013 1439 2152 1510']
21	decline	decline	NN	O	decline	dep	26	47	['P3,9 1558 289 1629']
22	in	in	IN	O	in	_	0	47	['P3,357 1558 430 1628']
23	faunal	faunal	JJ	O	faunal	amod	24	47	['P3,497 1558 738 1629']
24	endemism	endemism	NN	O	endemism	prep_in	21	47	['P3,805 1558 1208 1629']
25	(	(	CD	NUMBER	(	dep	26	47	['P3,1275 1558 1572 1649']
26	Oliver	Oliver	NNP	PERSON	Oliver	dep	15	47	['P3,1275 1558 1572 1649']
27	,	,	,	O	,	_	0	47	['P3,1275 1558 1572 1649']
28	1976	1976	CD	DATE	1976	appos	26	47	['P3,1651 1560 1858 1644']
29	,	,	,	DATE	,	_	0	47	['P3,1651 1560 1858 1644']
30	1990	1990	CD	DATE	1990	appos	26	47	['P3,1938 1560 2146 1644']
31	;	;	:	O	;	_	0	47	['P3,1938 1560 2146 1644']
32	McGhee	McGhee	NNP	PERSON	McGhee	dep	30	47	['P3,7 1677 366 1763']
33	,	,	,	O	,	_	0	47	['P3,7 1677 366 1763']
34	1996	1996	CD	DATE	1996	num	35	47	['P3,415 1678 653 1767']
35	)	)	NN	O	)	appos	26	47	['P3,415 1678 653 1767']
36	.	.	.	O	.	_	0	47	['P3,415 1678 653 1767']

1	The	The	DT	O	the	det	2	48	['P3,694 1677 843 1748']
2	expansion	expansion	NN	O	expansion	_	0	48	['P3,881 1677 1278 1768']
3	of	of	IN	O	of	_	0	48	['P3,1314 1677 1404 1748']
4	geographic	geographic	JJ	O	geographic	amod	5	48	['P3,1428 1677 1861 1768']
5	ranges	ranges	NNS	O	range	prep_of	2	48	['P3,1896 1701 2149 1768']
6	and	and	CC	O	and	_	0	48	['P3,9 1796 150 1867']
7	the	the	DT	O	the	det	8	48	['P3,181 1796 298 1867']
8	transition	transition	NN	O	transition	prep_of	2	48	['P3,331 1796 700 1867']
9	from	from	IN	O	from	_	0	48	['P3,735 1796 923 1867']
10	an	an	DT	O	a	det	11	48	['P3,955 1819 1045 1866']
11	endemic	endemic	JJ	O	endemic	prep_from	8	48	['P3,1079 1796 1407 1867']
12	to	to	TO	O	to	_	0	48	['P3,1441 1806 1514 1867']
13	a	a	DT	O	a	det	15	48	['P3,1550 1819 1591 1866']
14	cosmopolitan	cosmopolitan	NN	O	cosmopolitan	nn	15	48	['P3,1624 1796 2152 1887']
15	biota	biota	NN	O	biota	prep_to	11	48	['P3,6 1914 205 1985']
16	in	in	IN	O	in	_	0	48	['P3,245 1914 319 1984']
17	the	the	DT	O	the	det	19	48	['P3,360 1914 477 1985']
18	Late	Late	JJ	MISC	late	amod	19	48	['P3,520 1916 691 1985']
19	Devonian	Devonian	JJ	MISC	devonian	prep_in	15	48	['P3,733 1914 1116 1985']
20	has	has	VBZ	O	have	aux	22	48	['P3,1157 1914 1285 1985']
21	been	been	VBN	O	be	auxpass	22	48	['P3,1327 1914 1513 1985']
22	documented	documented	VBN	O	document	rcmod	19	48	['P3,1556 1914 2036 1985']
23	in	in	IN	O	in	_	0	48	['P3,2079 1914 2152 1984']
24	many	many	JJ	O	many	amod	25	48	['P3,7 2058 225 2125']
25	taxa	taxa	NN	O	taxa	prep_in	22	48	['P3,287 2044 451 2105']
26	including	including	VBG	O	include	_	0	48	['P3,514 2034 882 2125']
27	rugose	rugose	NN	O	rugose	nn	28	48	['P3,945 2058 1206 2125']
28	corals	corals	NNS	O	coral	prep_including	25	48	['P3,1271 2034 1500 2105']
29	(	(	CD	NUMBER	(	num	11	48	['P3,1567 2034 1863 2125']
30	Oliver	Oliver	NNP	PERSON	Oliver	amod	2	48	['P3,1567 2034 1863 2125']
31	,	,	,	O	,	_	0	48	['P3,1567 2034 1863 2125']
32	1976	1976	CD	DATE	1976	appos	2	48	['P3,1940 2036 2147 2120']
33	,	,	,	DATE	,	_	0	48	['P3,1940 2036 2147 2120']
34	1990	1990	CD	DATE	1990	num	35	48	['P3,18 2153 257 2243']
35	)	)	NN	O	)	appos	2	48	['P3,18 2153 257 2243']
36	,	,	,	O	,	_	0	48	['P3,18 2153 257 2243']
37	brachiopods	brachiopods	NNS	O	brachiopod	nsubj	38	48	['P3,312 2153 792 2244']
38	(	(	VBP	O	(	dep	2	48	['P3,849 2153 1183 2243']
39	Boucot	Boucot	NNP	PERSON	Boucot	dobj	38	48	['P3,849 2153 1183 2243']
40	,	,	,	O	,	_	0	48	['P3,849 2153 1183 2243']
41	1975	1975	CD	DATE	1975	appos	2	48	['P3,1250 2154 1459 2238']
42	;	;	:	O	;	_	0	48	['P3,1250 2154 1459 2238']
43	McGhee	McGhee	NNP	PERSON	McGhee	dep	2	48	['P3,1515 2153 1874 2238']
44	,	,	,	O	,	_	0	48	['P3,1515 2153 1874 2238']
45	1981	1981	CD	DATE	1981	appos	43	48	['P3,1940 2154 2147 2238']
46	,	,	,	DATE	,	_	0	48	['P3,1940 2154 2147 2238']
47	1996	1996	CD	DATE	1996	appos	2	48	['P3,18 2273 226 2357']
48	;	;	:	O	;	_	0	48	['P3,18 2273 226 2357']
49	Racki	Racki	NNP	PERSON	Racki	dep	2	48	['P3,288 2272 536 2357']
50	,	,	,	O	,	_	0	48	['P3,288 2272 536 2357']
51	1998	1998	CD	DATE	1998	num	52	48	['P3,608 2272 847 2362']
52	)	)	NN	O	)	appos	49	48	['P3,608 2272 847 2362']
53	,	,	,	O	,	_	0	48	['P3,608 2272 847 2362']
54	foraminifera	foraminifera	NN	O	foraminifera	nn	56	48	['P3,910 2272 1396 2343']
55	(	(	CD	NUMBER	(	num	56	48	['P3,1454 2272 1837 2362']
56	Kalvoda	Kalvoda	NNP	PERSON	Kalvoda	nsubj	61	48	['P3,1454 2272 1837 2362']
57	,	,	,	O	,	_	0	48	['P3,1454 2272 1837 2362']
58	1990	1990	CD	DATE	1990	num	59	48	['P3,1908 2272 2147 2362']
59	)	)	CD	NUMBER	)	appos	56	48	['P3,1908 2272 2147 2362']
60	,	,	,	O	,	_	0	48	['P3,1908 2272 2147 2362']
61	?shes	fishes	VBZ	O	?shes	dep	2	48	['P3,9 2391 232 2462']
62	(	(	CD	NUMBER	(	num	63	48	['P3,276 2391 586 2482']
63	Young	Young	NN	O	young	dobj	61	48	['P3,276 2391 586 2482']
64	,	,	,	O	,	_	0	48	['P3,276 2391 586 2482']
65	1987	1987	CD	DATE	1987	num	66	48	['P3,640 2392 880 2482']
66	)	)	NN	O	)	appos	2	48	['P3,640 2392 880 2482']
67	,	,	,	O	,	_	0	48	['P3,640 2392 880 2482']
68	conodonts	conodonts	NNS	O	conodont	nsubj	69	48	['P3,924 2391 1326 2462']
69	(	(	VBP	O	(	dep	2	48	['P3,1370 2391 1716 2482']
70	Klapper	Klapper	NNP	PERSON	Klapper	dobj	69	48	['P3,1370 2391 1716 2482']
71	and	and	CC	O	and	_	0	48	['P3,1756 2391 1896 2462']
72	Johnson	John-so	NNP	PERSON	Johnson	conj_and	70	48	['P3,1934 2391 2149 2462', 'P3,11 2534 164 2596']
73	,	n,	,	O	,	_	0	48	['P3,1934 2391 2149 2462', 'P3,11 2534 164 2596']
74	1980	1980	CD	DATE	1980	appos	2	48	['P3,205 2512 413 2596']
75	;	;	:	O	;	_	0	48	['P3,205 2512 413 2596']
76	Klapper	Klapper	NNP	PERSON	Klapper	dep	2	48	['P3,444 2510 777 2601']
77	,	,	,	O	,	_	0	48	['P3,444 2510 777 2601']
78	1995	1995	CD	DATE	1995	num	79	48	['P3,817 2511 1057 2601']
79	)	)	NN	O	)	appos	76	48	['P3,817 2511 1057 2601']
80	,	,	,	O	,	_	0	48	['P3,817 2511 1057 2601']
81	trilobites	trilobites	NNS	O	trilobite	nsubj	82	48	['P3,1086 2510 1431 2581']
82	(	(	VBP	O	(	dep	2	48	['P3,1461 2510 1701 2601']
83	Feist	Feist	NNP	PERSON	Feist	dobj	82	48	['P3,1461 2510 1701 2601']
84	,	,	,	O	,	_	0	48	['P3,1461 2510 1701 2601']
85	1991	1991	CD	DATE	1991	num	86	48	['P3,1741 2511 1981 2601']
86	)	)	NN	O	)	conj_and	83	48	['P3,1741 2511 1981 2601']
87	,	,	,	O	,	_	0	48	['P3,1741 2511 1981 2601']
88	and	and	CC	O	and	_	0	48	['P3,2013 2510 2153 2581']
89	land	land	NN	O	land	nn	90	48	['P3,9 2629 176 2700']
90	plants	plants	NNS	O	plant	dobj	82	48	['P3,209 2629 442 2720']
91	(	(	CD	NUMBER	(	tmod	82	48	['P3,481 2629 896 2720']
92	Raymond	Raymond	NNP	PERSON	Raymond	dep	91	48	['P3,481 2629 896 2720']
93	and	and	CC	O	and	_	0	48	['P3,932 2629 1072 2700']
94	Mertz	Mertz	NNP	PERSON	Mertz	dep	91	48	['P3,1107 2632 1359 2715']
95	,	,	,	O	,	_	0	48	['P3,1107 2632 1359 2715']
96	1995	1995	CD	DATE	1995	num	97	48	['P3,1410 2629 1647 2720']
97	)	)	NN	O	)	appos	2	48	['P3,1410 2629 1647 2720']
98	.	.	.	O	.	_	0	48	['P3,1410 2629 1647 2720']

1	In	In	IN	O	in	_	0	49	['P3,128 2751 207 2818']
2	the	the	DT	O	the	det	3	49	['P3,249 2748 366 2819']
3	Middle	Middle	NN	O	middle	prep_in	10	49	['P3,410 2748 691 2819']
4	and	and	CC	O	and	_	0	49	['P3,737 2748 877 2819']
5	Late	Late	JJ	O	late	amod	6	49	['P3,919 2751 1089 2819']
6	Devonian	Devonian	JJ	O	devonian	conj_and	3	49	['P3,1133 2748 1537 2833']
7	,	,	,	O	,	_	0	49	['P3,1133 2748 1537 2833']
8	Laurentia	Laurentia	NNP	PERSON	Laurentia	nsubjpass	10	49	['P3,1584 2748 1959 2819']
9	was	was	VBD	O	be	auxpass	10	49	['P3,2000 2771 2150 2819']
10	divided	divided	VBN	O	divide	_	0	49	['P3,9 2867 303 2938']
11	by	by	IN	O	by	_	0	49	['P3,358 2867 458 2957']
12	a	a	DT	O	a	det	13	49	['P3,516 2890 557 2937']
13	number	number	NN	O	number	agent	10	49	['P3,612 2867 916 2938']
14	of	of	IN	O	of	_	0	49	['P3,972 2867 1062 2938']
15	tectonic	tectonic	JJ	O	tectonic	amod	16	49	['P3,1107 2867 1415 2938']
16	barriers	barriers	NNS	O	barrier	prep_of	13	49	['P3,1472 2867 1768 2938']
17	(	(	VBP	O	(	dep	16	49	['P3,1830 2867 2008 2957']
18	Fig	Fig	NN	O	fig	dobj	17	49	['P3,1830 2867 2008 2957']
19	.	.	.	O	.	_	0	49	['P3,1830 2867 2008 2957']

1	1	1	CD	NUMBER	1	number	2	50	['P3,2082 2867 2150 2957']
2	)	)	CD	NUMBER	)	_	0	50	['P3,2082 2867 2150 2957']
3	(	(	CD	NUMBER	(	num	4	50	['P3,10 2986 364 3077']
4	Dineley	Dineley	NNP	PERSON	Dineley	dep	2	50	['P3,10 2986 364 3077']
5	,	,	,	O	,	_	0	50	['P3,10 2986 364 3077']
6	1984	1984	CD	DATE	1984	appos	2	50	['P3,431 2988 639 3072']
7	;	;	:	O	;	_	0	50	['P3,431 2988 639 3072']
8	Sandberg	Sandberg	NNP	PERSON	Sandberg	dep	2	50	['P3,701 2986 1066 3077']
9	et	et	FW	O	et	nn	10	50	['P3,1121 2996 1188 3057']
10	al.	al.	FW	O	al.	dep	8	50	['P3,1241 2986 1353 3072']
11	,	,	,	O	,	_	0	50	['P3,1241 2986 1353 3072']
12	1988	1988	CD	DATE	1988	num	13	50	['P3,1419 2987 1657 3076']
13	)	)	NN	O	)	appos	10	50	['P3,1419 2987 1657 3076']
14	.	.	.	O	.	_	0	50	['P3,1419 2987 1657 3076']

1	At	At	IN	O	at	_	0	51	['P3,1714 2988 1813 3057']
2	various	various	JJ	O	various	amod	3	51	['P3,1862 2986 2150 3057']
3	times	times	NNS	O	time	prep_at	7	51	['P3,7 3105 238 3190']
4	,	,	,	O	,	_	0	51	['P3,7 3105 238 3190']
5	these	these	DT	O	these	det	6	51	['P3,284 3105 483 3176']
6	barriers	barriers	NNS	O	barrier	nsubj	7	51	['P3,525 3105 820 3176']
7	blocked	blocked	VBD	O	block	_	0	51	['P3,863 3105 1177 3176']
8	interbasinal	interbasinal	JJ	O	interbasinal	amod	9	51	['P3,1219 3105 1673 3176']
9	geographic	geographic	JJ	O	geographic	amod	11	51	['P3,1716 3105 2150 3196']
10	faunal	faunal	JJ	O	faunal	amod	11	51	['P3,9 3224 250 3295']
11	exchange	exchange	NN	O	exchange	dobj	7	51	['P3,279 3224 667 3314']
12	.	.	.	O	.	_	0	51	['P3,279 3224 667 3314']

1	The	The	DT	O	the	det	3	52	['P3,700 3224 849 3295']
2	geographic	geographic	JJ	O	geographic	amod	3	52	['P3,878 3224 1311 3314']
3	size	size	NN	O	size	nsubj	10	52	['P3,1342 3224 1488 3295']
4	and	and	CC	O	and	_	0	52	['P3,1517 3224 1657 3295']
5	topographic	topographic	JJ	O	topographic	amod	6	52	['P3,1681 3224 2149 3314']
6	relief	relief	NN	O	relief	nsubj	10	52	['P3,7 3343 226 3414']
7	of	of	IN	O	of	_	0	52	['P3,282 3343 373 3414']
8	these	these	DT	O	these	det	9	52	['P3,426 3343 629 3414']
9	barriers	barriers	NNS	O	barrier	prep_of	3	52	['P3,695 3343 996 3414']
10	varied	varied	VBD	O	vary	_	0	52	['P3,1064 3343 1313 3414']
11	Widely	widely	RB	O	widely	advmod	10	52	['P3,1377 3343 1664 3434']
12	,	,	,	O	,	_	0	52	['P3,1377 3343 1664 3434']
13	and	and	CC	O	and	_	0	52	['P3,1736 3343 1878 3414']
14	some	some	DT	O	some	det	15	52	['P3,1946 3367 2151 3414']
15	barriers	barriers	NNS	O	barrier	nsubjpass	25	52	['P3,6 3461 325 3547']
16	,	,	,	O	,	_	0	52	['P3,6 3461 325 3547']
17	such	such	JJ	O	such	_	0	52	['P3,396 3461 572 3532']
18	as	as	IN	O	as	_	0	52	['P3,637 3485 713 3532']
19	the	the	DT	O	the	det	21	52	['P3,778 3461 895 3532']
20	Transcontinental	Transcontinental	NNP	ORGANIZATION	Transcontinental	nn	21	52	['P3,962 3461 1616 3532']
21	Arch	Arch	NNP	ORGANIZATION	Arch	prep_such_as	15	52	['P3,1679 3461 1895 3547']
22	,	,	,	O	,	_	0	52	['P3,1679 3461 1895 3547']
23	were	were	VBD	O	be	auxpass	25	52	['P3,1962 3485 2150 3532']
24	rarely	rarely	RB	O	rarely	advmod	25	52	['P3,7 3580 235 3671']
25	breached	breached	VBN	O	breach	conj_and	10	52	['P3,257 3580 633 3666']
26	,	,	,	O	,	_	0	52	['P3,257 3580 633 3666']
27	while	while	IN	O	while	mark	43	52	['P3,662 3580 879 3651']
28	less	less	RBR	O	less	advmod	29	52	['P3,907 3580 1048 3651']
29	substantial	substantial	JJ	O	substantial	amod	30	52	['P3,1079 3580 1494 3651']
30	barriers	barriers	NNS	O	barrier	nsubjpass	43	52	['P3,1518 3580 1837 3666']
31	,	,	,	O	,	_	0	52	['P3,1518 3580 1837 3666']
32	such	such	JJ	O	such	_	0	52	['P3,1870 3580 2047 3651']
33	as	as	IN	O	as	_	0	52	['P3,2074 3604 2150 3651']
34	the	the	DT	O	the	det	38	52	['P3,7 3699 124 3770']
35	Findley	Findley	NNP	PERSON	Findley	nn	38	52	['P3,185 3699 485 3790']
36	or	or	CC	O	or	_	0	52	['P3,546 3722 626 3770']
37	Kankakee	Kankakee	NNP	ORGANIZATION	Kankakee	nn	38	52	['P3,683 3699 1074 3770']
38	Arches	Arches	NNP	ORGANIZATION	Arches	prep_such_as	30	52	['P3,1134 3699 1433 3784']
39	,	,	,	O	,	_	0	52	['P3,1134 3699 1433 3784']
40	may	may	MD	O	may	aux	43	52	['P3,1496 3722 1665 3790']
41	have	have	VB	O	have	aux	43	52	['P3,1723 3699 1907 3770']
42	been	been	VBN	O	be	auxpass	43	52	['P3,1966 3699 2152 3770']
43	crossed	crossed	VBN	O	cross	advcl	25	52	['P4,9 21 302 92']
44	by	by	IN	O	by	_	0	52	['P4,333 21 432 111']
45	species	species	NNS	O	species	agent	43	52	['P4,468 21 745 111']
46	during	during	IN	O	during	_	0	52	['P4,781 21 1035 111']
47	periods	periods	NNS	O	period	prep_during	43	52	['P4,1067 21 1356 111']
48	of	of	IN	O	of	_	0	52	['P4,1392 21 1483 92']
49	moderately	moderately	RB	O	moderately	advmod	50	52	['P4,1503 21 1945 111']
50	high	high	JJ	O	high	prep_of	47	52	['P4,1977 21 2152 111']

1	Fig	Fig	NN	O	fig	_	0	53	['P4,7 2255 126 2328']
2	.	.	.	O	.	_	0	53	['P4,7 2255 126 2328']

1	1	1	LS	NUMBER	1	_	0	54	['P4,172 2257 218 2312']
